review,label
bu fiyata beklenti koymak anlamsız tabii. manyetik sistem olmamasından dolayı pedallar takılarak dönüyor ve etkili bir egzersiz yapmayı imkansız hale getiriyor. kesinlikle manyetik bisiklet tercih edilmeli.,neg
"gerçekten sürekli pedal çevirmek biraz zor , pedallar ust noktada takılıyor , kesik kesik pedal ceviriyirsunuz. bu problem düşük seviyede çalışıldığında daha hafif hissediliyor. bu fiyata tabiki normal ",neg
gelmesi çok uzun sürdü.fiyatı uygun kurulumu kolay fakat zorluk seviyesini ne kadar yükseltsemde bomboş pedal çevirmekten farksız.eğer boyunuz uzunsa muhtemelen diziniz ön tarafa çarpacaktır.koltuğu rahat değil.daha kaliteli bişey almanızı tavsiye ederim.,neg
ya bu ürünün nesini begenmisler anlamadim. zorluk derecesi diye bir sey yok. ayaklarini havada bosa çevir aynı etki. tel falan demeyin teli videodaki gibi aynen taktik. bu bisikletle kondisyon falan yapamazsiniz. ucuz etin yahnisi yenmez sözünün doğruluğunu bir kere daha anladim.,neg
çok kötü bi ürün,neg
zorluk kademesi diye bir şey yok boş yere pedal çeviriyorsun. benim için hayal kırıklığı oldu. bir yıldızıda teslim sürecinin hızlı olmasından daha doğrusu puan vermek mecburiyetinde bırakıldığımdan veriyorum.,neg
sertlik ayarları için tellerini yerine düzgün oturtmak gerek buna ragmet çok yumuşak. 1 ay hastanede yatan adam egzersiz yapmaya karar verirse böyle bir bisiklet tercih edebilir. sapasağlam bir adamsanız yokuş aşağı yürümek gibi bir deneyim hissettiyor. karar size kalmış!!!!,neg
ürünü başka bir siteden tedarik ettim. ebatları küçük evde kullanmak icin ideal fakat güç ayarı neredeyse sıfır. yani  yokus asagı bisiklet sürer gibi 20dk sürseniz bile terletmiyor. fiyat  acısından zaten cok bisey beklemıyordum fakat bu kadar hafif olması anlamsız kalıyor.,neg
ürün güzel olabilir sessiz çalışabilir ancak sağlam değil neden dynmic üründen iki tane aldım ikiside aynı yerden kırıldı krank kolunun olduğu yer sağlam değil tabi benim gibi hergün biniyorsanız yoksa askılık olarak kullanacaksanız çok sağlam ,neg
"kargo hızı ve ürünün paketlenmesi mükemmel, çok sessiz çalışıyor ev için ideal. kurulumu çok zor değil, video yardımıyla rahatça kurduk. ",neg
"daha önce 12 yıl kadar eliptik bisiklet kullandım ve önceki bisikletim ile kıyasladığımda hayal kırıklığı yaşadım. ürün orta seviye bu fiyattan belli zaten, beklentinizi yüksek tutmayın, alacaklara fikir olsun: ",neg
"boyum kısa olmasına rağmen (160 cm)  ürünün kol aksamının hareketi çok yetersiz kaldı, aynı şekilde pedallar çok dar ve konforu düşük. biraz daha uzun olsam sanırım kullanamazdım. ",neg
ücret/performans oranı bence orta seviye.,neg
görüntü itibari ile iyi lakin uyurken hareket edemiyorsun sabit uyuyan yataktan dönmeyenler için iyi belim fıtık oldu,neg
ben bu urunden aldim fena deği̇l yalniz bilginiz olsun sisirmesi zaman aliyor ve her gun iniyor havasi her gunde sisirmek zorunda kaliyoruz tercihinizi baska urunlerde yapmanizda fayda olucagini dusunuyorum,neg
yatak iki kişi için yeteri kadar geniş.,neg
üzerindeki çıkıntılardan dolayı pek rahat olduğu söylenemez fakat malzeme kalitesi fena değil iş görür.,neg
yanında verilen pompa insanı çok uğraştırıyor. alacaklara tavsiyem bir adet elektrikli pompa da birlikte sipariş etmeleridir.,neg
ürün kısa sürede elime geçti. şişirmesi çok uzun sürmüyor bana çok rahat gelmedi ama bu fiyata fena değil.büyüklüğü gayet iyi.,neg
"ürünü hb den aldım, ilk geldiğinde üzerinde delik çıktı şişmedi, kadife alandaki yırtığı tamir ettim ama birkaç günde yine havası azalıyor, laminat zeminde üzerindeki ağırlık etkisiyle aşırı ses çıkartıyor, şişirme işlemini pompa olmadan da yapabilirsiniz.",neg
"yatarken ve kalkarkenki havası arasında epey fark oluyor, zaten rahatsız olan yatak daha da rahatsız hale geliyor. ",neg
"urun ilk elime ulastiginda ilk 1,5 ay memnun kaldim ancak sonrasinda ek yerlerinin birisinde ufak bir acilma meydana geldi; evde kullandigim icin kullanim hatasi oldugunu dusunmuyorum. bugune kadar ilk defa hepsiburadadan aldigim bir urunde ariza cikti;fakat kendilerine ve urunu satan firmaya tesekkur ediyorum. hemen ilgilendiler ve kontrol sureci sonunda para iadesi yapildi.",neg
çok dandik tavsiye etmiyorum fazla kullanamazsiniz ,neg
yeni baslayanlar icin uygun ..benim işime yaramadi yeterli sert değil,neg
kullanırken siyah yerleri yerinden oynuyor pek tavsiye etmiyorum..,neg
ebatlara dikkat edin.çünkü kapıya göre ayarlamalı fonksiyonu yok.,neg
malzeme kotu,neg
"11-16 cm genişliğinde kapılarda kullanılabileceğine ürün açıklamalarında yer verilmemiş, bu çok büyük eksiklik. kapım 18 cm idi ve olmadı. eğimli bağlantı yerlerini 3 cm ileriden delik açıp kaydırarak ürünü 14-19 cm kapıya uygun hale getirdim. deliklerden kırılma olmasın diye deliklerden vida takarak güçlendirdim. benim işimi çözdü sonuçta ama benim olanağım vardı yaptırdım. kapı genişliğinde de limit var dikkkat",neg
kapılarımın hiçbirine uymadı. kapınızı ölçüp de alın.,neg
özellikle barfiks kullanımı için almıştım. çok fonksiyonlu olması hoşuma gitmişti resimlerine bakınca fakat kapıma uymadı. ????,neg
barfiks diye aldım kapıma olmadı neyse çin ürünü sonuç olarak,neg
bu urun cok kotu ve hic kullanisli degil gec degilken almakdan vazgecin 10 yildir bu isdeyim ve bnim spor salonum var hic ise yaramadi ve evede aldim ama dayanikli degil malesef,neg
ürünün kurulumu için gönderilen vidalar kurulum için yeterli uzunlukta değiller ve kurulum gerçekleşmediği için hiçbir işe yaramıyor,neg
kullanışsız geldi bana. ayrıca montajla ilgili detaylı bilgiyi bulamadım.,neg
kapı eni standart olan kapılar için uygun değil kesinlikle olmuyor.,neg
kapının eni yani duvar kalınlığı daha az olmalı.,neg
bu nedenle kullanamıyorum.,neg
lütfen alırken dikkat edelim.,neg
ürünün vida delikleri alakasız yerde açılmış hiçbir kontrol ve kalite yok montaj sonucu yamuk yumuk bir şey oldu kendim delik açtım oda sağlıklı olmadı. vidalar kalitesiz dişleri yendi hemen malzeme kalitesiz,neg
kapı ölçülerine bakın zira çoğu kapıya olmuyor,neg
"kapı için ayarlanabilir olmalıydı, 2 ayrı evin kapı modelinde denedim hiçbirinde sabitleyemedim. vücut ağırlığı verilince kırılacak hissiyatı duyuruyor.",neg
her kapıya olmuyor maalesef. barfiks için alacaklar kapısını ölçsün,neg
"yorumlara bakarak aldım ama hayal kırıklığı yaşadım, hiçde sağlam ve kaliteli bir ürün değil, sadece fiyatı uygun işe yaramaz",neg
"her kapıya olmuyor arkadaşlar biz kapıya sabitledik. birde ürün mavi büyük olan değil, siyah renkli olan (kadın resimli olan mavi ürün değil) eşyalarını biraraya kolayca getirebilirsiniz. kargo hızı iyi, ürün çok sağlam durmuyor erkekseniz 80 kilodan fazla kullanabilirmi bilmiyorum.",neg
"ürün her kapıya monte edilmiyor, bu yuzden sadece şınav ve mekik için kullanabiliyorum.",neg
ürüne göre kapı yaptırmanız gerekebilir.onun   dışında şınav ve mekik sehpası olarak kullanılır.barfiks  dedğim gibi  kapı  kasası uymayabilir,neg
"aynısı kapı barfiksini yurtdışında kullanıyordum. o da çin yapımıydı ve fiyat olarak da benzer bir fiyattı ama kalitesi çok daha iyiydi. metali farklı vidaları daha kalındı. dizayn olarak da farklıydı. alttaki bar iki parçadan oluşuyordu, deltanın ki ise 3 parça. ürünün fotoğraflarına dikkatli bakarsanız o da iki parça görünüyor ama aslında üç parça. yani fotoğraflar yanıltıcı. bunun dışında kapı pervazına geçen plastiğin içi boş. aslında dolu olması gerek ki kırılmasın kolayca. kısacası vidalar, metali ve dizaynı bana güven vermedi. daha kalitelisini kullandığım için beni hayal kırıklığına uğrattı. dikkatle ve çekinerek kullanacağım bir ürün.",neg
benim işimi görmedi ama bilmem sizin işinizigörürmü kapılarda durmuyor mekik de zor oluyor kapılara tutturmak,neg
ürün bir iki günde geldi. yalnız kapı kasanız 15-16 cm civarı olmalı ki mekanizma otursun. öbür türlü olmuyo.. benim hiç bir kapım o incelikte değil..,neg
arkadaş bu ürüne kim kaliteli diyor anlamıyorum barfiks çekerken korkarak çekiyorum hatta bir defasında yerinden çıktı ve düştüm mazemesi kaliteli değil,neg
evde kullanımı rahat olmasıyla beraber her kapıya uymayabilir..mutfağın hemen karşındaki kapıya taktım ki mutfağa her gittiğimde beni uyarsın yediklerime dikkat etmem gerektiği mesajını versin diye sizde deneyebilirsiniz bu taktiği..girmeden 3-4 tane barfiks çekmeye çelışıp mutfakta fazla oyalanmanızı engelliyor...sağlık dolu günlere..,neg
gerçekten spor yapmak için iyi bir alet fakat tek kötü yanı her kapıya olmuyor sınav ve mekık için kullanıyorum idare eder,neg
bu ürünü arkadaşımda gördüm ve çok beğendim. hemen sipariş ettim. 2 günde elime ulaştı. az önce kurulumunu tamamladım ve her şey hazırdı. fakat eğri barların orantısız olduğunu farkettim ve fabrika çıkışlı bi hata vardı. i̇ade formunu doldurdum onaylanmasını bekliyorum. ürünü kesinlikle alın fakat bu tarz aksaklıklar çıkabilir bunu da unutmayın,neg
malzemesi pek saglam degil ve esniyor. ucuz cin mali bir urun ne yazikki. kapi pervazinda da 1 cm den fazla et kalinligi olmazsa kullanmak imkansiz.,neg
merhabalar öncelikle ürünü almadan önce buradaki yorumlara bakarak ürünü sipariş ettim ama ürün elime geçtiğinde büyük bir hayal kırıklığına uğradım ürün kurulum olarak biraz zor ve bana gediği gibi iki vida eksik gelirse çokca uğraşırsınız hala tam olarak kurulumunu yapamadım çünki uyumlu iki vida daha bulmam gerekiyor öncelikle alıcak olanlara dikkat etmeleri gereken en önemli hususu söylemek istiyorum bunu sipariş vermeden önce kapınızın enini mutlaka ölçün çünki eski kapılar için uygun benim gibi yeni tip amerikan kapılara uymuyor çok küçük kalıyor buna çok dikkat edin ve diğer arkadaşlarında yazdığı gibi kapınızın üst kısmının sağlam olması gerekiyor çünki bütün yük oraya binecek bunlara dikkat ederek bu ürünü alabilirsiniz bu koşullara uyduktan sonra ürünü tavsiye edebilirim.,neg
delta çok fonksiyonlu deluxe kapı barfiksi + mekik & şınav çekme aleti - ds 1325  ürün süper hızlı gönderi deniliyor ama 3 gün geçti hala kargoya verilmedi lütfen kargo işlemini gerçekleştirin,neg
ürünü aldım kullanma şansım olmadı ne yazıkki kapılara olmadı alıcak olan arkadaşlar kapılarınızı kontrol edin kasalı bi kapı gerekiyor aksi taktirde kapıya oturmuyor ve işe yaramıyor... şınav ve mekik için alıcaklar içinse güzel bir ürün diyebilirim,neg
özellikle barfix için almak istiyorsanız kapınızın boyu uzun olması lazım. yoksa aletin boyuda çok kısa kalacak. birde her kapıya uymuyor. aynı şekilde mekik çekmek için kapıya sıkışmıyor. yani aleti tam anlamıyla kullanmak biraz şansa kalıyor. onun dışında sınav için gayet güzel.,neg
amerikan kapılara uygun değil. çıtırtı sesi ürkütüyor ve kapıya tam oturmuyor. kendni güvende hissetmiyorsun.  ben yorumlara adırış etmeden aldım. ,neg
"merhabalar,net ortamında birçok alışverişim oldu ama bu ürün merkezi bir yere 4 günde ulaştı.",neg
"oğlum ilk gün barfiks çekerken birden bırakarak yere atladı üründe arkasından kafasına atladı :) hafif bir yaralanma geçirdik,di̇kkat edi̇lmesi̇ gereki̇r...",neg
ben evde kapıları falan zorluyorum kırılacakdı bigün kapılar bu ii oldu hemen alcm ne kadar sürede ulaşır bu bana acaba,neg
"her gün az bir şey çalışın vücudu harika topluyor,75 kiloyum gayet iyi,kanatlar ve triepsler süper oldu ,unutmayın günde bir set",neg
i̇şlevsel fakat 1-2 ay kullandıktan sonra kapıya dayanan kısımlarında sünger kalmıyor vede metaller içeri göçme yapıyor. fakat egzersiz yapmanıza engel olan bir durum değil. fiyatına göre normal bir ürün,neg
"arkadaş yorumlara aldanmayın bende aldım mekik çekerken alet, kapıya sağlam oturmadığından mekik esnasında havaya kalkıyor.mekik çekemiyorsunuz ikincisi kapıya takmak pekde uygun değil hele birde 80-90 kilonun üzeriyse kapıyı sökecek",neg
eğer boyunuz 180den fazla ve kapı boyu kısa ise kapı aralığına monte olan bu aletler için bir kez daha düşünün. dizleri kırarak barfiks hoş ve estetik değil.,neg
aslında daha iyi bir ürün oalbilirdi birincisi ürün kapı genişliğinizle doğru orantılı ona göre öyle resimd egöründüğü gibi rahat bir çalışma alanı kalmıyor insana kapı genişlikleri çok önemli 16 cm den genişs ekapınız hiç almayın çünkü kapı pervazına oturması gerekiyor oyüzden olmaz ikincisi ürünün taşıma ağırlığı kaçkilo olurs aolsun kapı üzerindeki pervaz sağlam değilse çünkü tüm ağırlığık oraya biniyor güm aşağı gidersiniz iyi düşünün,neg
bu ürünü kapıya asıp barfiks çekmek için almıştık ama aparatın monte edilecek kısmı duvarın yarısına bile zor geldiği için bizim barfiks işi yattı. ama yerde mekik çekerken ayağa takmak için ya da şınav çekerken ekstra yükseklik oluşturmak için kullanılabilir...,neg
kısa ve dar bant isteyenler için uygun.,neg
araba iç lastiği gibi .,neg
çok esnek ve elastik değil maalesef,neg
normal boyut sanarak aldım ama küçücükmüş,neg
eni de boyuda küçük işe yaramaz tabi özellikle küçük istiyosanız iseal açıklama kısmını iyi okusam almazdım,neg
eni çok dar botu da çok küçük. biraz kullanışsız,neg
beklediğimden kalitesiz çıktı. daha iyi olabilirdi.,neg
"kalitesi çok iyi değil, çekerken elimizde kaldı :)",neg
çok küçük,neg
biraz daha enli bekliyordum ,neg
bantların genişliği yeterli değil. egzersiz yaparken katlanıyor ve rahatsızlık veriyor.,neg
urunler bekledigimizden cok kisa ve dar.,neg
i̇lk haftadan koptu.,neg
bantlar fotoğrafta göründüğü gibi değil. çok ince ve yeterli dirençte değiller. çocuk oyuncağı gibi hatta alay ettiklerini filan düşündüm,neg
normal plates bantından ince ve küçük. ,neg
ürünü alırken boyutun dikkat edin. ben büyük lastik diye aldım. küçük lastik çıktı,neg
lastiklerin ebatı çok küçük  ekranda görüldüğü gibi değil tavsiye etmiyorum..,neg
küçük lastikler ekranda göründüğü gibi değil büyük lastik değiller,neg
eninin büyüklüğü hakkında bilgi verilmediği için beklentimin çok daha altındaydı.,neg
çok ince olduğunun yazılması gerekiyordui normal pilates lastiklerinden çok farklıydı,neg
bantlar çok kalitesiz ve ince,neg
esnek degil cope gitti,neg
çok dar ve kısa. mecburen kullanıyorum ama tavsiye etmem,neg
resimde görüldüğü gibi değil enleri dar daha kullanmadım ama idare eder,neg
başka marka kullandığım için çevreme de almak istedim ama bu markayı 3ü birarada ve ucuz diye tercih ettiğime pişman oldum. çocuk oyuncağı gibi .....,neg
çok sevmedim. renkleri bir harika ama eni o kadar ince ki 3 ünü biraraya getirin bir mektup zarfının yarısına sığar o derece inceler. her birinin eni aşağı yukarı 6-7cm gibi. boyu da tam ölçmedim ama normalden kısa. sertlikleri de olması gerektiği gibi değil. bazı hareketlerde benim eski kalın olan lastiğimi kullanmak zorunda kalıyorum. ,neg
yorumlara bakılmadan alınmaması gereken ürün. çok ince en olarak dolayısıyla hiç kullanamadım. çöp oldu. boyutları da başlıkta yazmalı bence. ,neg
"bantlar çok ince ve kısa, çöp",neg
ürün çok kötü ve basit.resimlere aldanmayin,neg
çok zayif ve ince. okul önce si çocuklar için uygun.,neg
"dalga geçiyor olmalısınız, ürünün zor seviyesi bile kolay ile neredeyse aynı sertlikte, lastik oldukça ince ve dayanıklılığı tartışılır;bir kaç kullanımda yıpranma veya yırtılma görülme oranı oldukça yüksek bi ürün. kalınlığı ise sadece 4 parmak minicik, yani ayağınızı sardığınızda ve hareketlere başladığınızda ip kesiyor gibi lastik zaten incecik oluyor, ellerinizle tutup kol çalıştırmaya başladığınızda da malesef ki öyle kesinlikle tavsiye etmiyorum. yeni başlıyor iseniz fiyatı uygun, kaslarınız daha hiç çalışmamışsa uygun en azından deneyip kullanıp bi köşeye bırakabilir daha iyilerini sonradan alabilirsiniz ama geri kalan herkes için kesinlikle hayal kırıklığı.",neg
çok kalitwsiz ve basit bir ürün...,neg
ürünün isminde boyutları yazmıyor. ürün açıklamalarında boyutları yazıyor ancak dikkat çekici değil. pek çok pilates hareketi için uygun değil. ,neg
malzeme kali̇tesi̇ çok başarili degi̇l,neg
ürün fiyatına göre iyi ama sanki genişliği az gibi.ayağınıza aldığınızda çok az bir yeri tutuyor.ben daha geniş olmasını dilerdim.ancak direnç seviyeleri iyi ayarlanmış ve kademeli olarak bu bantlarla da pilates çalışması yapabilirsiniz.,neg
kargo olayı hızlı ama ürün beklediğim gibi gelmedi pilastik ürün yerine demir tercih edin daha kulanışlı,neg
i̇cindeki kumlar az dökülüyor başka sorun yok,neg
basit malzemeli. ederi kadar ürün,neg
demir tozları kapaktan dökülüyo berbat hiç beğemedim,neg
çalışırken sürekli vidalar gevşeyip insanın konsantre olmasını engelliyor!,neg
çok kalitesiz ,neg
fiyatı iyi ama kalitesi orta sabitleme vidaları sürekli gevşiyor. ,neg
kum döktüğü için evde kullanmak imkansız.,neg
öncelikle almak isteyen arkadaşlara tavsiyem çok beklenti içine girmemeleri. çünkü her şeyi plastik malzeme içi kumla doldurulmuş. çok sağlam değil. hediye suluk çok aşırı yoğunlukta plastik kokuyor. el sıkma aleti ise idare eder..,neg
ürün gönderimi hızlı fakat çok iyi değil suluk çok kalitesiz olmasada olur cinsten  ağırlıklar fiyata göre iyi yere atmayın patlar yavaş bırakın,neg
ürün 2 gün içerisinde elime ulaştı hızlı kargo için teşekkürler fakat aynı şeyleri ürün için söyleyemeyeceğim.,neg
bu ürün için klasik toz akma problemi bulunmaktadır.alacak olanların bunu göz önünde bulundurması gerekiyor bence.gönderilen hediye suluk plastik ve koku yapıyor yani kullanışlı değil.ancak fiyat uygun benimde alma sebebim buydu.,neg
"parasına göre idare eder,suluk pek işe yaramaz,tıpa yeri daha iyi olabilirdi,en azında kum dökülmezdi.",neg
fiyatı uygun diye aldık ancak çok da memnun kalmadık. öncelikle dambılların paketlenmesi çok kötüydü. kolinin içine paketlenmeden konmuştu. ayrıca koli tam olarak bantlanmamıştı. ürünün en beğenmediğim yanı ise dambılların içinde kumların ufak delikler yüzünden dökülüyor olması. bu nedenle bantlamak zorunda kaldık. yanında gelen hediye suluk çok kalitesiz. yine yanında gelen el yayı ise gayet güzeldi.bu fiyata da böyle bir ürün oluyor demekki. ,neg
"sakın almayin, plakalar kum döküyor. evin her kosesi ufak ufak kum taneler oldu. ",neg
fiyati düşuk diye ürün çok kalitesiz el yayı geldiği gün yerinden çıktı dambil ise hareket yaparken sıkan vida kendiliğinden gevşiyor sürekli sıkmak lazım,neg
"tatmin etmedi urun kalitesi. buyuklugu biraz fazla gibi, bu boyutlarin hafif daha kucuk olmasi gerekiyor.",neg
"ürün bugün elime geçti, rengi çok güzel beğendim fakat farklı pompalarla da denememe rağmen bir türlü şişiremedim. bi hevesle aldım  hevesim kursağımda kaldı. nasıl şişireceğimize dair bir talimat olsaydı topla gelen, ona göre deneseydik daha faydalı olurdu diye düşünüyorum.",neg
top geldiğinde şişirilmiş değildi..yanındaki çubuk ise topu şişirmeye yetmedi..aslında topun hazır gelmesini beklerdim..pilatesle ilgili açıklamalar yerine topu nasıl şişireceğimle ilgili bir kullanım klavuzu olabilirdi..bu daha önemliydi.eksik gördüm..,neg
çok kötü kalitesiz ağırlık pilatese uygun değil almayın,neg
"ürün genel anlamda fena değil, ama lastikler ebat olarak çok kısa ",neg
pilatesi ilk defa denemek için alıcaksanız alın derim.paketteki ürünleri tek tek incelicek olursam büyük top güzel.küçük top çok fazla küçük beklediğim gibi değil.atlama ipi ve ağırlıkları daha hiç kullanmadım dvd de onlarla ilgili hareket yok.ve lanet bantlar!!kolay seviye bandını az kullandım etki etmiyodu.orta seviye sarı bant birbirine yapışıyo hateket yaparken toplanıyo onu çözerken 3-4 dk harcıyorm bariz.lanet ettim.mat çok kayıyo.bana kalırsa 1 adet büyük topu ve 2 seviye pilates bandını alın yeter.set gereksiz.çemberide çok az kullandm ama kalitesiz.,neg
"topları henüz şişirmedim fakat çember, bant vs. ortalama kalitede ve fiyatına uygun. ",neg
"dambıllar 1 kg gelecekti ama 1,5 kg iki adet dambıl geldi. ",neg
"küçük top patlak geldi,büyük top da çok fazla esniyor..diğer ürünler iyi ",neg
lastikler çok  kısa ve hemen kopacakmış gibi duruyor ve küçük top gereğinden fazla küçük ve en önemlisi plates minderi çok dayanıksız benimki hemen yırtıldı,neg
fena degil,neg
1 ve 1.5 kg lik ürünlerden aldım. ağırlık arttıkça kalınlık da artıyor. i̇nce el ve ayak bileği olanlar için bantlaması zorlaşıyor dolayısıyla sürekli bilekten aşağı düşüyor. ayaktakiler yürümeyi zorlaştırırken bilektekiler de sürekli fırlayıp gidecekmiş gibi oluyor. tavsiyem minyonsanız düşük ağırlık kullanın.,neg
ne yazık ki ürünü beğenmedim. fotoğrafta iki şerit görünüyor fakat gelen üründe ortada kocaman tek şerit vardı ve cırt bölümü çok uzundu. kullanılması zor olacaktı. bu sebeple iade ettim. ,neg
"ürün resimdekinin aynısı, ben ayakbileklerim için aldım cırtcırtların çok azı tutuyor, ileride çıkabilir çok kullanışlı gelmedi bana, daha önce 500 gr lık olanları kullanıştım onlar daha kullanışlı",neg
ben 1 kg ve 1.5 kg olmak üzere 2 adet ürün satın aldım.step ve yürüyüş yaparken kullanıyorum.step yaparken içerisindeki demir tozları etrafa yayılıyor ve ayrıca spor ayakkabılarımıda çok fena kirleniyor.evde yaptığım içinde spordan sonra birde odayı temizlemem gerekiyor....bu sebepten dolayı kesinlikle tavsiye etmiyorum.,neg
az daha para toplayinda adam gibi birsey alin derim geldiginde dambil plastiği biraz ice gomulmustu ve agirliga gore boyutu baya buyük kargoda 3 4 gunde geldi,neg
dusundugum gıbı degıl ama parasına gore normal bır urun,neg
"fiyatına göre iyi, kullanılabilir, beklentiniz yüksek olmasın",neg
"sipariş ettiğim 2 adet 2 kg dumbbell, 1.5 kg olarak geldi. bu yetmezmiş gibi bir de ürün kullanılmış, her tarafı çarpılmış ve çizilmiş, kullanılamayacak durumda.",neg
elimden düştü ve patladı dayanıklı değil ,neg
tek artısı fiyatı,neg
eksiler,neg
hacimce cok büyük çok yer kaplıyor,neg
tutuşu zor ve rahatsız,neg
resimdeki gibi gözükmüyor rengi resimdekinden alakasız,neg
ürün gelir gelmez köşesi içine büküldü. malzeme zayıf umarım patlamaz.,neg
bu paraya bu kadar olur.ağırlık yapan madde tıpasından dökülüyor.,neg
icindeki agirlik yapan madde kenarlardan ekyerlerinden dokuluyor,neg
10 kg lık dumbellar daha ağır abi 10 kilodan daha fazla,neg
bu fiyata bu kadar olur tabi ama hic almamak daha iyi olurdu. ,neg
çok iyi değil çokta kötü değil tıpa gibi biryer var oradan kum sızıyor az başka sorunu yok ideal fiyatına göre,neg
çok kaba,neg
hiç tavsiye etmiyorum ,neg
hiç iyi değil ,neg
içinde kum ,neg
aldım ama keşke almasaydım ,neg
"i̇çine doldurulan kumlar hareket ettikçe yerlere boşalıyor. tarttım 7,5 kilo geldi. koli bantıyla bantladım ucuz diye kullanıyorum.",neg
malesef beklentimin çok altındaydı. ürünün birinin bile kg az.beğenmediğim için iade bile ettim.,neg
kapaklari berbat ,neg
i̇çi̇ndeki̇ kum dişina çikiyor tevsi̇ye etmi̇yorum ,neg
fi̇yatina göre ancak bukadar olur dedi̇rten bi̇r ürün,neg
içindeki kumlar dökülüyor.,neg
kötü. malzeme kalitesiz. plastik tırtıkları var.,neg
kumu dökülüyor tavsiye etmem .,neg
i̇çindeki tozlar dökülüyor çok kırılgan duruyor fiyat uygun olduğu için kullanılabilir ,neg
kum sesi̇ geli̇yor ,neg
"kalitesi çok düşük, bu fiyata anca bu kadar olur zaten.",neg
"plastik bağlantı noktaları dağılacak gibi duruyor, düşürmeye gelmez.",neg
fena değil hafif bi yıpranma var onun dışında güzel,neg
elime tam 1 hafta da gecti ve i̇cinden kum sesi geliyor fiyat a gire iyi ama o kum sesi adamin sinirini bozuyor olmasa daha iyi olurdu .,neg
ürün dayanıksız ve bir tanesi kırılmış olarak elime ulaştı tamir etmeye çalıştım ama çık sağlıklı olmadı demirden vargeçmeyin.,neg
çok kum sesi gelmesi sebebi ile kullanmakta zorluk çekiliyor.,neg
dambılları tutma  kavrama yerlerinde sorun var. birleştirme yapılan plastik  avuç içlerini rahatsız ediyor.  ,neg
1 kg lık aldım 5kg lık ile aynı büyüklükte gönderilmiş ama içi boş 1kglık için gereksiz bir büyüklüğe sahip küçük(1 2 3 vb.) kilolarda alacaksanız tavsiye etmem ,neg
çok fazla kum sesi geliyor her indirip kaldırdığımda kumlar bir aşağı bir yukarı çıkıyor :) yani kötü fiyatına oranla bile kötü bir ürün tavsiye etmiyorum yorumlara kanıp aldım tabi sese aldırmazsanız iş başka artık idare edicez yapacak bişey yok.,neg
ürün çok çok kötü değil. tutma kısımlarında plastik rahatsız etmiyor ama tıpası tam oturtulmadığı için demir tozları dökülüyor... orayı silikon gibi bişeylerle kapatınca sorunu kalmayacak ama zaten bu kadar basit bir ürünün bile uğraş gerektirmesi başarısız olduğunu kanıtlıyor...,neg
dambil kendi  sahsim olarak   5 kg lik aldim  gayet iyi   kum sesi geliyorr o ayri,neg
dambıl için bişey demek istemiyorum fakat  hepsi̇ burada com   i̇şi̇ni̇ güzel ve kali̇teli̇ yapiyor tşk.,neg
resimdeki gibi mavi renk gelmedi daha koyu çirkin bi rengi var. dambılı kaldırınca ıcınden kum taneciklerin yer değştiğini hissediyor ve duyuyorsunuz..kalite bekletısı olmayanlar ıcın guzel,neg
çok kaba görüntüsü çok eski model,neg
işinizi görür fiyatına görede gayet iyi..,neg
bu fiyata bu kadarlık ürün,neg
fiyata göre normal bi ürün. beklentilerim ölçüsünde bi ürün sağlam ve zamanında geldi. koli taşıma paketleme ürün görseldeki gibi zaten en uygun fiyat buradaki idi,neg
hızlı gönderiden dolayı siteye teşekkür ederim. ürünle ilgili tek hayal kırıklığım rengi oldu. 5kg lık olandan sipariş verdim ve resimde göründüğü gibi canlı bir mavi yerine çelik mavisi olarak geldi.,neg
"cumhuriyet altını veya başka altın fark yok arkadaşlar. altın 1000 sene önce de altındı, bugün de altın. bugün sadece belli bir fiyata bağlı ve borsası var. yani altının değerini artık siz değil başkaları belirliyor. siz de ona göre altın alıyor veya bozduruyorsunuz. altın isterse 2008 tarihli olsun ister 2019 tarihli olsun, çeyrek altın 1,75 gram gelir. altının has değeri o gün için artar veya yükselir, ama işlem yapacağınız günün kuruna göre hesaplanır. ona göre zaten ya kazanırsınız ya da kaybedersiniz. ama türkiyede enflasyon yüzünden para sürekli değer kaybettiği için artık bunun da hiçbir espirisi kalmadı. arada fark olmasının sebebi, yeni tarihli altın inadı ve bunun arz eksikliği. şu bi biline artık.",neg
"piyasaya göre çok fazla fark var kulplu olması tek avantajı, bide taksitli olması şonuçta altın ve taksite bölüp ertelemek güzel tşk ederim",neg
peşin fiyatına taksit denmiş ama ödeme kısmına geldiğinde taksit seçeneği çıkmıyor bunun nedeni nedir axxess kredi kartı kullanıyorum acaba sorun bumu,neg
bu altın pıyasadakı altınlarla aynı kalıte ve aynı degerde mıdır merak ettım.bozdurmak ıstedıgımız zaman herhangı bır sorunla karsılasırmıyız acaba alan arkadaslar varsa cevap versın lutfen,neg
umarım bu kadar ınsanın olumlu yorumladıgı bır urunu almıs olmaktan pişman olmam bende almayı dusunuyordum bu altını ve almak uzereyım arkadaslar :d,neg
